opportunity_id,bd_rep_id,sales_rep_id,created_date,closed_date,outcome,current_stage,days_in_current_stage,deal_value
OPP_0301,BD_006,SR_004,2023-05-17,2023-08-18,Closed Won,Closed Won,5,34710.31
OPP_0302,BD_012,SR_023,2023-07-02,2023-12-17,Closed Lost,Closed Lost,11,59728.14
OPP_0303,BD_018,SR_019,2024-07-09,2024-09-09,Closed Lost,Closed Lost,28,46360.01
OPP_0304,BD_017,SR_010,2023-06-30,2023-11-14,Closed Lost,Closed Lost,3,67424.02
OPP_0305,BD_017,SR_020,2023-01-24,,Open,Qualification,116,33393.73
OPP_0306,BD_014,SR_009,2024-04-28,,Open,Negotiation,10,14561.58
OPP_0307,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0308,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0309,BD_011,SR_016,2023-08-02,,Open,Negotiation,27,106504.6
OPP_0310,BD_011,SR_009,2023-11-25,2024-02-12,Closed Won,Closed Won,19,71293.56
OPP_0311,BD_003,SR_003,2023-12-05,2024-02-26,Closed Lost,Closed Lost,6,65049.52
OPP_0312,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
OPP_0313,BD_012,SR_004,2023-10-18,2024-02-03,Closed Lost,Closed Lost,16,55227.66
OPP_0314,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0315,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
OPP_0316,BD_001,SR_020,2023-09-18,2023-11-21,Closed Lost,Closed Lost,13,61082.66
OPP_0317,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0318,BD_010,SR_015,2024-09-26,,Open,Proposal,13,27674.74
OPP_0319,BD_005,SR_007,2023-07-26,,Open,Negotiation,26,50853.76
OPP_0320,BD_001,SR_003,2024-02-27,,Open,Qualification,11,34508.62
OPP_0321,BD_009,SR_020,2023-07-03,,Open,Qualification,11,122261.8
OPP_0322,BD_002,SR_007,2024-03-11,,Open,Qualification,26,36679.16
OPP_0323,BD_014,SR_015,2024-03-20,,Open,Negotiation,14,76162.53
OPP_0324,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0325,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0326,BD_010,SR_016,2023-10-10,2024-02-26,Closed Won,Closed Won,11,25984.75
OPP_0327,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_0328,BD_006,SR_001,2024-01-20,,Open,Negotiation,85,34719.95
OPP_0329,BD_015,SR_014,2023-07-16,,Open,Qualification,24,61036.15
OPP_0330,BD_009,SR_018,2023-02-04,2023-04-26,Closed Won,Closed Won,14,50425.8
OPP_0331,BD_014,SR_018,2024-10-20,2025-03-01,Closed Lost,Closed Lost,29,44656.72
OPP_0332,BD_016,SR_014,2023-12-27,,Open,Proposal,62,78442.63
OPP_0333,BD_015,SR_010,2023-11-10,2024-01-24,Closed Won,Closed Won,21,26572.78
OPP_0334,BD_008,SR_021,2023-05-29,2023-10-26,Closed Lost,Closed Lost,4,40452.09
OPP_0335,BD_004,SR_003,2024-11-19,,Open,Negotiation,10,32829.24
OPP_0336,BD_013,SR_023,2023-09-12,2024-01-20,Closed Won,Closed Won,14,55239.9
OPP_0337,BD_016,SR_006,2023-06-11,,Open,Qualification,61,93087.15
OPP_0338,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0339,BD_017,SR_008,2024-08-02,2024-12-02,Closed Lost,Closed Lost,15,16225.76
OPP_0340,BD_011,SR_019,2024-03-09,,Open,Qualification,97,55697.72
OPP_0341,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_0342,BD_012,SR_006,2023-09-06,2023-11-29,Closed Won,Closed Won,26,12303.81
OPP_0343,BD_004,SR_021,2024-04-17,,Open,Qualification,97,30583.57
OPP_0344,BD_007,SR_004,2023-04-03,,Open,Qualification,54,100016.68
OPP_0345,BD_014,SR_006,2024-10-12,2025-01-30,Closed Lost,Closed Lost,2,51338.0
OPP_0346,BD_002,SR_002,2023-08-31,2023-11-20,Closed Won,Closed Won,4,82122.98
OPP_0347,BD_016,SR_009,2024-04-08,2024-09-30,Closed Won,Closed Won,20,22758.41
OPP_0348,BD_015,SR_007,2023-03-13,,Open,Qualification,24,144736.14
OPP_0349,BD_007,SR_021,2024-07-18,,Open,Negotiation,53,43881.89
OPP_0350,BD_010,SR_019,2024-07-10,,Open,Proposal,82,64960.07
OPP_0351,BD_011,SR_013,2024-05-21,,Open,Proposal,101,47637.17
OPP_0352,BD_012,SR_004,2023-10-18,2024-02-03,Closed Lost,Closed Lost,16,55227.66
OPP_0353,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0354,BD_007,SR_018,2023-05-24,2023-08-28,Closed Lost,Closed Lost,7,85665.71
OPP_0355,BD_014,SR_019,2024-05-22,2024-08-07,Closed Lost,Closed Lost,9,25956.31
OPP_0356,BD_017,SR_013,2024-12-20,2025-02-09,Closed Won,Closed Won,23,38384.04
OPP_0357,BD_001,SR_001,2023-08-20,2023-11-09,Closed Won,Closed Won,10,30624.46
OPP_0358,BD_018,SR_023,2023-05-01,2023-09-04,Closed Won,Closed Won,19,26332.42
OPP_0359,BD_015,SR_008,2023-12-05,,Open,Proposal,65,79274.42
OPP_0360,BD_016,SR_013,2023-11-01,2024-03-18,Closed Lost,Closed Lost,22,44925.69
OPP_0361,BD_013,SR_017,2023-02-19,2023-03-26,Closed Lost,Closed Lost,11,69386.68
OPP_0362,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0363,BD_017,SR_013,2024-12-20,2025-02-09,Closed Won,Closed Won,23,38384.04
OPP_0364,BD_008,SR_011,2024-11-30,2025-03-04,Closed Lost,Closed Lost,3,49866.87
OPP_0365,BD_014,SR_004,2024-12-28,,Open,Proposal,62,37481.83
OPP_0366,BD_017,SR_015,2024-04-20,,Open,Proposal,2,43006.65
OPP_0367,BD_014,SR_019,2024-05-22,2024-08-07,Closed Lost,Closed Lost,9,25956.31
OPP_0368,BD_003,SR_005,2023-01-26,,Open,Qualification,68,37200.78
OPP_0369,BD_012,SR_021,2024-09-11,2025-03-04,Closed Lost,Closed Lost,22,13383.05
OPP_0370,BD_015,SR_003,2024-05-10,,Open,Negotiation,111,30327.48
OPP_0371,BD_013,SR_016,2024-04-08,2024-05-09,Closed Won,Closed Won,27,26085.95
OPP_0372,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_0373,BD_008,SR_007,2024-06-11,2024-10-20,Closed Won,Closed Won,24,96273.09
OPP_0374,BD_005,SR_018,2024-08-23,2024-11-02,Closed Lost,Closed Lost,25,91974.83
OPP_0375,BD_010,SR_019,2024-07-10,,Open,Proposal,82,64960.07
OPP_0376,BD_013,SR_007,2023-12-28,2024-05-20,Closed Won,Closed Won,1,38666.7
OPP_0377,BD_012,SR_020,2023-11-09,2024-03-22,Closed Lost,Closed Lost,12,48936.31
OPP_0378,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_0379,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_0380,BD_018,SR_009,2024-09-04,,Open,Qualification,102,20550.48
OPP_0381,BD_013,SR_020,2024-06-30,,Open,Qualification,33,44380.0
OPP_0382,BD_011,SR_021,2023-11-18,,Open,Proposal,16,75518.98
OPP_0383,BD_015,SR_001,2024-02-21,2024-06-11,Closed Lost,Closed Lost,20,37009.57
OPP_0384,BD_017,SR_005,2024-10-12,2025-01-18,Closed Lost,Closed Lost,23,28768.06
OPP_0385,BD_014,SR_014,2024-11-12,2025-01-16,Closed Lost,Closed Lost,20,82406.07
OPP_0386,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_0387,BD_003,SR_012,2024-11-15,,Open,Proposal,68,60960.23
OPP_0388,BD_013,SR_012,2023-11-16,2024-04-28,Closed Won,Closed Won,12,64843.68
OPP_0389,BD_002,SR_007,2024-03-11,,Open,Qualification,26,36679.16
OPP_0390,BD_016,SR_016,2023-06-25,2023-10-02,Closed Won,Closed Won,13,43574.49
OPP_0391,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_0392,BD_007,SR_001,2024-06-29,,Open,Proposal,62,24823.61
OPP_0393,BD_007,SR_009,2023-03-14,2023-04-19,Closed Won,Closed Won,28,118211.2
OPP_0394,BD_018,SR_019,2024-07-09,2024-09-09,Closed Lost,Closed Lost,28,46360.01
OPP_0395,BD_003,SR_006,2024-05-08,2024-07-03,Closed Won,Closed Won,3,83361.6
OPP_0396,BD_016,SR_002,2024-05-26,2024-07-13,Closed Won,Closed Won,26,42680.44
OPP_0397,BD_012,SR_023,2023-07-02,2023-12-17,Closed Lost,Closed Lost,11,59728.14
OPP_0398,BD_005,SR_014,2024-03-31,2024-07-09,Closed Lost,Closed Lost,7,62481.92
OPP_0399,BD_018,SR_008,2024-09-25,,Open,Proposal,12,54545.64
OPP_0400,BD_016,SR_018,2023-07-25,2023-09-11,Closed Won,Closed Won,17,51996.6
OPP_0401,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_0402,BD_003,SR_013,2024-05-13,,Open,Negotiation,31,37013.33
OPP_0403,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_0404,BD_004,SR_017,2023-03-17,2023-05-10,Closed Lost,Closed Lost,29,65221.21
OPP_0405,BD_004,SR_009,2024-01-31,,Open,Negotiation,18,11861.95
OPP_0406,BD_003,SR_004,2024-03-23,2024-08-16,Closed Lost,Closed Lost,15,56293.74
OPP_0407,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0408,BD_002,SR_023,2023-12-29,,Open,Qualification,8,96121.39
OPP_0409,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_0410,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_0411,BD_006,SR_005,2023-11-27,,Open,Qualification,11,22905.18
OPP_0412,BD_011,SR_017,2024-03-05,,Open,Negotiation,6,78603.98
OPP_0413,BD_009,SR_001,2024-06-11,,Open,Qualification,51,59034.77
OPP_0414,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_0415,BD_017,SR_006,2024-10-27,,Open,Qualification,47,70072.94
OPP_0416,BD_006,SR_012,2024-11-24,,Open,Proposal,112,60324.09
OPP_0417,BD_003,SR_020,2024-05-04,2024-10-02,Closed Won,Closed Won,3,54265.81
OPP_0418,BD_009,SR_014,2023-01-16,,Open,Negotiation,53,59838.24
OPP_0419,BD_001,SR_006,2024-08-21,,Open,Qualification,62,71347.37
OPP_0420,BD_011,SR_020,2024-04-27,,Open,Qualification,39,68136.76
OPP_0421,BD_002,SR_023,2023-12-29,,Open,Qualification,8,96121.39
OPP_0422,BD_001,SR_004,2024-02-01,2024-05-07,Closed Lost,Closed Lost,20,88603.08
OPP_0423,BD_017,SR_014,2023-03-30,,Open,Qualification,13,13098.21
OPP_0424,BD_016,SR_012,2023-02-21,,Open,Negotiation,90,18570.88
OPP_0425,BD_015,SR_012,2024-12-08,,Open,Qualification,17,34291.99
OPP_0426,BD_011,SR_018,2023-04-15,,Open,Qualification,51,35027.68
OPP_0427,BD_011,SR_021,2023-11-18,,Open,Proposal,16,75518.98
OPP_0428,BD_014,SR_021,2024-04-18,2024-05-24,Closed Lost,Closed Lost,20,47034.94
OPP_0429,BD_008,SR_020,2024-03-13,,Open,Proposal,92,63374.27
OPP_0430,BD_002,SR_022,2024-06-28,2024-11-11,Closed Lost,Closed Lost,3,124854.68
OPP_0431,BD_014,SR_001,2024-07-07,2024-11-07,Closed Won,Closed Won,1,32990.94
OPP_0432,BD_004,SR_006,2023-06-14,2023-07-20,Closed Lost,Closed Lost,4,28810.14
OPP_0433,BD_007,SR_019,2023-05-14,,Open,Negotiation,20,50013.46
OPP_0434,BD_001,SR_010,2024-06-14,2024-09-17,Closed Lost,Closed Lost,3,28495.66
OPP_0435,BD_002,SR_011,2024-01-12,2024-03-04,Closed Lost,Closed Lost,5,13396.66
OPP_0436,BD_014,SR_021,2024-04-18,2024-05-24,Closed Lost,Closed Lost,20,47034.94
OPP_0437,BD_003,SR_013,2024-05-13,,Open,Negotiation,31,37013.33
OPP_0438,BD_003,SR_016,2024-07-28,2024-10-07,Closed Lost,Closed Lost,11,65647.78
OPP_0439,BD_005,SR_011,2023-10-05,2024-02-22,Closed Lost,Closed Lost,4,32313.7
OPP_0440,BD_001,SR_003,2024-02-27,,Open,Qualification,11,34508.62
OPP_0441,BD_015,SR_012,2024-12-08,,Open,Qualification,17,34291.99
OPP_0442,BD_009,SR_017,2023-11-21,2024-04-10,Closed Won,Closed Won,3,56984.04
OPP_0443,BD_017,SR_012,2023-06-08,2023-08-21,Closed Lost,Closed Lost,15,17111.97
OPP_0444,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0445,BD_017,SR_015,2024-04-20,,Open,Proposal,2,43006.65
OPP_0446,BD_005,SR_021,2023-09-05,,Open,Qualification,18,90782.91
OPP_0447,BD_002,SR_008,2024-03-19,2024-07-29,Closed Won,Closed Won,6,29514.3
OPP_0448,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_0449,BD_006,SR_006,2023-04-07,,Open,Proposal,16,23340.68
OPP_0450,BD_004,SR_003,2024-11-19,,Open,Negotiation,10,32829.24
OPP_0451,BD_014,SR_019,2024-05-22,2024-08-07,Closed Lost,Closed Lost,9,25956.31
OPP_0452,BD_013,SR_019,2024-05-16,2024-09-28,Closed Won,Closed Won,12,51579.49
OPP_0453,BD_003,SR_019,2023-03-13,,Open,Qualification,103,90342.17
OPP_0454,BD_013,SR_012,2023-11-16,2024-04-28,Closed Won,Closed Won,12,64843.68
OPP_0455,BD_014,SR_010,2023-03-21,2023-06-29,Closed Won,Closed Won,26,42476.65
OPP_0456,BD_008,SR_021,2023-05-29,2023-10-26,Closed Lost,Closed Lost,4,40452.09
OPP_0457,BD_013,SR_019,2024-05-16,2024-09-28,Closed Won,Closed Won,12,51579.49
OPP_0458,BD_010,SR_001,2023-04-01,,Open,Negotiation,33,57519.78
OPP_0459,BD_002,SR_018,2023-05-24,2023-09-12,Closed Lost,Closed Lost,10,14077.91
OPP_0460,BD_002,SR_018,2023-05-24,2023-09-12,Closed Lost,Closed Lost,10,14077.91
OPP_0461,BD_008,SR_016,2024-06-06,,Open,Negotiation,16,50928.43
OPP_0462,BD_001,SR_014,2024-08-07,,Open,Qualification,5,36426.97
OPP_0463,BD_007,SR_008,2023-09-01,2023-10-02,Closed Won,Closed Won,20,35441.11
OPP_0464,BD_008,SR_007,2024-06-11,2024-10-20,Closed Won,Closed Won,24,96273.09
OPP_0465,BD_010,SR_022,2023-03-01,,Open,Qualification,99,53057.15
OPP_0466,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_0467,BD_017,SR_005,2024-10-12,2025-01-18,Closed Lost,Closed Lost,23,28768.06
OPP_0468,BD_006,SR_013,2023-03-30,2023-05-05,Closed Lost,Closed Lost,18,49379.76
OPP_0469,BD_017,SR_016,2024-07-09,,Open,Proposal,25,56091.63
OPP_0470,BD_008,SR_017,2024-12-22,,Open,Qualification,83,33727.88
OPP_0471,BD_006,SR_004,2023-05-17,2023-08-18,Closed Won,Closed Won,5,34710.31
OPP_0472,BD_004,SR_002,2024-02-15,2024-05-18,Closed Won,Closed Won,14,148433.58
OPP_0473,BD_008,SR_004,2023-10-21,,Open,Qualification,105,49502.14
OPP_0474,BD_007,SR_019,2023-05-14,,Open,Negotiation,20,50013.46
OPP_0475,BD_010,SR_003,2024-12-05,2025-04-16,Closed Lost,Closed Lost,18,44381.42
OPP_0476,BD_014,SR_014,2024-11-12,2025-01-16,Closed Lost,Closed Lost,20,82406.07
OPP_0477,BD_002,SR_019,2024-08-31,,Open,Negotiation,94,42976.59
OPP_0478,BD_010,SR_022,2023-03-01,,Open,Qualification,99,53057.15
OPP_0479,BD_018,SR_022,2024-08-17,,Open,Negotiation,54,65718.21
OPP_0480,BD_013,SR_012,2023-11-16,2024-04-28,Closed Won,Closed Won,12,64843.68
OPP_0481,BD_016,SR_011,2023-03-02,,Open,Negotiation,114,27763.4
OPP_0482,BD_012,SR_001,2023-04-17,,Open,Negotiation,7,31824.56
OPP_0483,BD_008,SR_017,2024-12-22,,Open,Qualification,83,33727.88
OPP_0484,BD_007,SR_022,2023-06-30,2023-12-17,Closed Won,Closed Won,9,63983.56
OPP_0485,BD_011,SR_022,2023-01-29,,Open,Qualification,72,39741.54
OPP_0486,BD_011,SR_016,2023-08-02,,Open,Negotiation,27,106504.6
OPP_0487,BD_010,SR_011,2024-10-09,2025-03-13,Closed Won,Closed Won,16,71981.45
OPP_0488,BD_013,SR_022,2023-08-21,2024-02-03,Closed Lost,Closed Lost,10,28321.83
OPP_0489,BD_010,SR_018,2023-05-14,,Open,Negotiation,54,58425.41
OPP_0490,BD_002,SR_007,2024-03-11,,Open,Qualification,26,36679.16
OPP_0491,BD_001,SR_021,2024-08-14,,Open,Negotiation,71,14356.98
OPP_0492,BD_011,SR_018,2023-04-15,,Open,Qualification,51,35027.68
OPP_0493,BD_005,SR_019,2024-02-13,,Open,Qualification,91,31078.32
OPP_0494,BD_014,SR_001,2024-07-07,2024-11-07,Closed Won,Closed Won,1,32990.94
OPP_0495,BD_006,SR_005,2023-11-27,,Open,Qualification,11,22905.18
OPP_0496,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0497,BD_013,SR_007,2023-12-28,2024-05-20,Closed Won,Closed Won,1,38666.7
OPP_0498,BD_003,SR_008,2023-05-20,,Open,Qualification,81,68319.53
OPP_0499,BD_013,SR_017,2023-02-19,2023-03-26,Closed Lost,Closed Lost,11,69386.68
OPP_0500,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_0501,BD_007,SR_004,2023-04-03,,Open,Qualification,54,100016.68
OPP_0502,BD_017,SR_002,2023-03-10,,Open,Negotiation,111,182582.78
OPP_0503,BD_008,SR_018,2023-11-13,2024-01-21,Closed Won,Closed Won,29,174086.86
OPP_0504,BD_004,SR_001,2024-09-19,,Open,Qualification,13,37219.03
OPP_0505,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_0506,BD_002,SR_015,2024-09-20,,Open,Proposal,117,28599.13
OPP_0507,BD_016,SR_019,2024-12-19,2025-05-27,Closed Lost,Closed Lost,12,32982.01
OPP_0508,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0509,BD_014,SR_005,2024-11-15,2025-02-16,Closed Lost,Closed Lost,29,45108.44
OPP_0510,BD_006,SR_003,2024-10-25,2025-01-15,Closed Lost,Closed Lost,16,24802.14
OPP_0511,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
OPP_0512,BD_003,SR_021,2023-02-23,,Open,Qualification,55,29404.83
OPP_0513,BD_011,SR_006,2024-02-06,2024-08-01,Closed Won,Closed Won,19,28028.51
OPP_0514,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_0515,BD_015,SR_010,2023-11-10,2024-01-24,Closed Won,Closed Won,21,26572.78
OPP_0516,BD_016,SR_018,2023-07-25,2023-09-11,Closed Won,Closed Won,17,51996.6
OPP_0517,BD_003,SR_002,2023-12-14,2024-01-23,Closed Won,Closed Won,23,38370.74
OPP_0518,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_0519,BD_004,SR_004,2023-01-18,2023-06-02,Closed Lost,Closed Lost,7,116390.94
OPP_0520,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_0521,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0522,BD_012,SR_019,2023-08-09,,Open,Qualification,68,59984.17
OPP_0523,BD_002,SR_019,2024-08-31,,Open,Negotiation,94,42976.59
OPP_0524,BD_018,SR_021,2024-06-25,2024-10-08,Closed Lost,Closed Lost,5,120868.32
OPP_0525,BD_005,SR_017,2023-01-14,,Open,Proposal,15,21915.77
OPP_0526,BD_009,SR_002,2024-10-18,2025-04-06,Closed Lost,Closed Lost,4,76854.17
OPP_0527,BD_004,SR_016,2023-04-14,,Open,Negotiation,41,51203.06
OPP_0528,BD_007,SR_002,2024-11-11,,Open,Qualification,45,18916.93
OPP_0529,BD_003,SR_021,2023-02-23,,Open,Qualification,55,29404.83
OPP_0530,BD_013,SR_018,2024-06-07,2024-07-21,Closed Won,Closed Won,19,18746.18
OPP_0531,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_0532,BD_017,SR_018,2024-08-17,,Open,Negotiation,39,104876.21
OPP_0533,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_0534,BD_012,SR_003,2024-08-12,2024-12-23,Closed Won,Closed Won,22,32649.54
OPP_0535,BD_016,SR_015,2023-09-18,2023-11-07,Closed Won,Closed Won,24,35124.47
OPP_0536,BD_003,SR_006,2024-05-08,2024-07-03,Closed Won,Closed Won,3,83361.6
OPP_0537,BD_004,SR_018,2023-05-20,2023-10-22,Closed Lost,Closed Lost,16,50327.33
OPP_0538,BD_014,SR_023,2024-11-28,2025-01-28,Closed Won,Closed Won,24,21714.08
OPP_0539,BD_017,SR_019,2024-09-22,,Open,Proposal,97,151433.55
OPP_0540,BD_001,SR_019,2023-02-20,2023-03-27,Closed Lost,Closed Lost,9,28346.5
OPP_0541,BD_002,SR_012,2023-11-14,,Open,Negotiation,69,26617.76
OPP_0542,BD_013,SR_005,2023-08-06,,Open,Proposal,34,146596.49
OPP_0543,BD_002,SR_002,2023-08-31,2023-11-20,Closed Won,Closed Won,4,82122.98
OPP_0544,BD_002,SR_014,2024-08-10,2024-09-22,Closed Won,Closed Won,2,169220.2
OPP_0545,BD_017,SR_007,2024-02-19,2024-05-04,Closed Won,Closed Won,11,43406.44
OPP_0546,BD_018,SR_018,2023-03-22,,Open,Proposal,70,88519.2
OPP_0547,BD_016,SR_017,2023-10-24,2024-01-16,Closed Lost,Closed Lost,4,54664.52
OPP_0548,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_0549,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_0550,BD_011,SR_001,2024-05-12,2024-06-20,Closed Lost,Closed Lost,3,54723.68
OPP_0551,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_0552,BD_007,SR_022,2023-06-30,2023-12-17,Closed Won,Closed Won,9,63983.56
OPP_0553,BD_013,SR_015,2024-04-30,2024-09-29,Closed Lost,Closed Lost,18,21151.9
OPP_0554,BD_016,SR_002,2024-05-26,2024-07-13,Closed Won,Closed Won,26,42680.44
OPP_0555,BD_012,SR_004,2023-10-18,2024-02-03,Closed Lost,Closed Lost,16,55227.66
OPP_0556,BD_014,SR_004,2024-12-28,,Open,Proposal,62,37481.83
OPP_0557,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_0558,BD_016,SR_004,2023-04-24,,Open,Qualification,54,64722.9
OPP_0559,BD_018,SR_004,2023-06-06,,Open,Negotiation,28,26734.82
OPP_0560,BD_005,SR_012,2023-04-12,2023-08-31,Closed Lost,Closed Lost,28,13734.23
OPP_0561,BD_010,SR_023,2023-06-14,2023-08-28,Closed Won,Closed Won,25,26758.0
OPP_0562,BD_010,SR_009,2023-11-13,,Open,Proposal,45,11981.71
OPP_0563,BD_012,SR_009,2023-01-10,,Open,Proposal,5,53469.38
OPP_0564,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_0565,BD_011,SR_020,2024-04-27,,Open,Qualification,39,68136.76
OPP_0566,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0567,BD_007,SR_016,2024-10-05,2025-01-09,Closed Won,Closed Won,2,39188.58
OPP_0568,BD_014,SR_006,2024-10-12,2025-01-30,Closed Lost,Closed Lost,2,51338.0
OPP_0569,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
OPP_0570,BD_004,SR_013,2023-08-23,2024-02-17,Closed Lost,Closed Lost,29,70347.63
OPP_0571,BD_015,SR_020,2023-07-07,2023-12-15,Closed Won,Closed Won,28,60314.64
OPP_0572,BD_006,SR_010,2023-07-09,2023-09-18,Closed Lost,Closed Lost,5,31414.15
OPP_0573,BD_003,SR_017,2023-06-21,2023-11-29,Closed Lost,Closed Lost,7,64951.92
OPP_0574,BD_014,SR_006,2024-10-12,2025-01-30,Closed Lost,Closed Lost,2,51338.0
OPP_0575,BD_004,SR_001,2024-09-19,,Open,Qualification,13,37219.03
OPP_0576,BD_006,SR_020,2024-04-05,2024-08-11,Closed Lost,Closed Lost,12,23746.78
OPP_0577,BD_015,SR_015,2023-02-15,2023-04-27,Closed Won,Closed Won,19,97090.56
OPP_0578,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0579,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0580,BD_004,SR_001,2024-09-19,,Open,Qualification,13,37219.03
OPP_0581,BD_004,SR_023,2023-06-18,,Open,Qualification,49,92946.53
OPP_0582,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_0583,BD_015,SR_002,2024-07-26,,Open,Negotiation,1,35434.33
OPP_0584,BD_011,SR_002,2023-04-28,2023-09-25,Closed Lost,Closed Lost,20,58769.65
OPP_0585,BD_002,SR_023,2023-12-29,,Open,Qualification,8,96121.39
OPP_0586,BD_018,SR_006,2024-05-12,2024-10-10,Closed Lost,Closed Lost,4,60487.3
OPP_0587,BD_006,SR_002,2023-08-26,,Open,Qualification,16,18482.94
OPP_0588,BD_012,SR_007,2024-02-17,2024-08-05,Closed Lost,Closed Lost,14,17158.77
OPP_0589,BD_013,SR_018,2024-06-07,2024-07-21,Closed Won,Closed Won,19,18746.18
OPP_0590,BD_016,SR_017,2023-10-24,2024-01-16,Closed Lost,Closed Lost,4,54664.52
OPP_0591,BD_018,SR_006,2024-05-12,2024-10-10,Closed Lost,Closed Lost,4,60487.3
OPP_0592,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_0593,BD_013,SR_002,2023-04-15,2023-10-03,Closed Lost,Closed Lost,10,48849.79
OPP_0594,BD_001,SR_022,2023-08-04,2024-01-24,Closed Won,Closed Won,4,22559.19
OPP_0595,BD_016,SR_016,2023-06-25,2023-10-02,Closed Won,Closed Won,13,43574.49
OPP_0596,BD_017,SR_016,2024-07-09,,Open,Proposal,25,56091.63
OPP_0597,BD_004,SR_015,2023-06-04,,Open,Negotiation,80,16676.32
OPP_0598,BD_013,SR_005,2023-08-06,,Open,Proposal,34,146596.49
OPP_0599,BD_014,SR_002,2023-05-28,2023-09-30,Closed Won,Closed Won,28,74618.79
OPP_0600,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_0601,BD_012,SR_015,2024-05-09,,Open,Proposal,14,92057.38
OPP_0602,BD_008,SR_015,2023-03-11,2023-04-25,Closed Won,Closed Won,26,101060.16
OPP_0603,BD_013,SR_003,2024-07-25,,Open,Qualification,61,38792.46
OPP_0604,BD_014,SR_022,2023-09-27,,Open,Qualification,9,47401.96
OPP_0605,BD_002,SR_001,2024-05-31,,Open,Qualification,81,132266.1
